,GeneSymbol,Type,ClinicalSignificance,clinsig
19810,BRCA2,single nucleotide variant,Likely benign,Likely benign
19811,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
19812,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
19813,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19814,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19815,BRCA2,single nucleotide variant,Likely benign,Likely benign
19816,BRCA2,single nucleotide variant,Likely benign,Likely benign
19817,BRCA2,Deletion,Pathogenic,Pathogenic
19818,BRCA2,Deletion,Pathogenic,Pathogenic
19819,BRCA2,single nucleotide variant,Likely benign,Likely benign
19820,BRCA2,single nucleotide variant,Likely benign,Likely benign
19821,BRCA2,single nucleotide variant,Likely benign,Likely benign
19822,BRCA2,single nucleotide variant,Likely benign,Likely benign
19823,BRCA2,Duplication,Pathogenic,Pathogenic
19824,BRCA2,Duplication,Pathogenic,Pathogenic
19825,BRCA2,Duplication,Pathogenic,Pathogenic
19826,BRCA2,Duplication,Pathogenic,Pathogenic
19827,BRCA2,Indel,Pathogenic,Pathogenic
19828,BRCA2,Indel,Pathogenic,Pathogenic
19829,BRCA2,single nucleotide variant,Likely benign,Likely benign
19830,BRCA2,single nucleotide variant,Likely benign,Likely benign
19831,BRCA2,single nucleotide variant,Likely benign,Likely benign
19832,BRCA2,single nucleotide variant,Likely benign,Likely benign
19833,BRCA2,Deletion,Uncertain significance,Uncertain significance
19834,BRCA2,Deletion,Uncertain significance,Uncertain significance
19835,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19836,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19837,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19838,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19839,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19840,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19841,BRCA2,Deletion,Pathogenic,Pathogenic
19842,BRCA2,Deletion,Pathogenic,Pathogenic
19843,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19844,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19845,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19846,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19847,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19848,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19849,BRCA2,single nucleotide variant,Likely benign,Likely benign
19850,BRCA2,single nucleotide variant,Likely benign,Likely benign
19851,BRCA2,single nucleotide variant,Likely benign,Likely benign
19852,BRCA2,single nucleotide variant,Likely benign,Likely benign
19853,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19854,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19855,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19856,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19857,BRCA2,single nucleotide variant,Likely benign,Likely benign
19858,BRCA2,single nucleotide variant,Likely benign,Likely benign
19859,BRCA2,single nucleotide variant,Likely benign,Likely benign
19860,BRCA2,single nucleotide variant,Likely benign,Likely benign
19861,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19862,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19863,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19864,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19865,BRCA2,single nucleotide variant,Likely benign,Likely benign
19866,BRCA2,single nucleotide variant,Likely benign,Likely benign
19867,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19868,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19869,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
19870,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
19871,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19872,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19873,BRCA2,single nucleotide variant,Likely benign,Likely benign
19874,BRCA2,single nucleotide variant,Likely benign,Likely benign
19875,BRCA2,single nucleotide variant,Likely benign,Likely benign
19876,BRCA2,single nucleotide variant,Likely benign,Likely benign
19877,BRCA2,Deletion,Pathogenic,Pathogenic
19878,BRCA2,Deletion,Pathogenic,Pathogenic
19879,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19880,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19881,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
19882,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
19883,BRCA2,Deletion,Pathogenic,Pathogenic
19884,BRCA2,Deletion,Pathogenic,Pathogenic
19885,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19886,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19887,BRCA2,single nucleotide variant,Likely benign,Likely benign
19888,BRCA2,single nucleotide variant,Likely benign,Likely benign
19889,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19890,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
19891,BRCA1,Deletion,Pathogenic,Pathogenic
19892,BRCA1,Deletion,Pathogenic,Pathogenic
19893,BRCA1,Duplication,Uncertain significance,Uncertain significance
19894,BRCA1,Duplication,Uncertain significance,Uncertain significance
19895,BRCA1,Deletion,Pathogenic,Pathogenic
19896,BRCA1,Deletion,Pathogenic,Pathogenic
19897,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
19898,BRCA1,Deletion,Likely pathogenic,Likely pathogenic
19899,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19900,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19901,BRCA1,Indel,Pathogenic,Pathogenic
19902,BRCA1,Indel,Pathogenic,Pathogenic
19903,BRCA1,single nucleotide variant,Likely benign,Likely benign
19904,BRCA1,single nucleotide variant,Likely benign,Likely benign
19905,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
19906,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
19907,BRCA1,Indel,Pathogenic,Pathogenic
19908,BRCA1,Indel,Pathogenic,Pathogenic
19909,BRCA1,single nucleotide variant,Likely benign,Likely benign
19910,BRCA1,single nucleotide variant,Likely benign,Likely benign
19911,BRCA1,single nucleotide variant,Likely benign,Likely benign
19912,BRCA1,single nucleotide variant,Likely benign,Likely benign
19913,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19914,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19915,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19916,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19917,BRCA1,Deletion,Pathogenic,Pathogenic
19918,BRCA1,Deletion,Pathogenic,Pathogenic
19919,BRCA1,Insertion,Pathogenic,Pathogenic
19920,BRCA1,Insertion,Pathogenic,Pathogenic
19921,BRCA1,Deletion,Pathogenic,Pathogenic
19922,BRCA1,Deletion,Pathogenic,Pathogenic
19923,BRCA1,single nucleotide variant,Likely benign,Likely benign
19924,BRCA1,single nucleotide variant,Likely benign,Likely benign
19925,BRCA1,Deletion,Pathogenic,Pathogenic
19926,BRCA1,Deletion,Pathogenic,Pathogenic
19927,BRCA1,single nucleotide variant,Likely benign,Likely benign
19928,BRCA1,single nucleotide variant,Likely benign,Likely benign
19929,BRCA1,single nucleotide variant,Likely benign,Likely benign
19930,BRCA1,single nucleotide variant,Likely benign,Likely benign
19931,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19932,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19933,BRCA1,single nucleotide variant,Likely benign,Likely benign
19934,BRCA1,single nucleotide variant,Likely benign,Likely benign
19935,BRCA1,Deletion,Likely benign,Likely benign
19936,BRCA1,Deletion,Likely benign,Likely benign
19937,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19938,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19939,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19940,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19941,BRCA1,Deletion,Pathogenic,Pathogenic
19942,BRCA1,Deletion,Pathogenic,Pathogenic
19943,BRCA1,single nucleotide variant,Likely benign,Likely benign
19944,BRCA1,single nucleotide variant,Likely benign,Likely benign
19945,BRCA1,Deletion,Pathogenic,Pathogenic
19946,BRCA1,Deletion,Pathogenic,Pathogenic
19947,BRCA1,Duplication,Likely pathogenic,Likely pathogenic
19948,BRCA1,Duplication,Likely pathogenic,Likely pathogenic
19949,BRCA1,Deletion,Pathogenic,Pathogenic
19950,BRCA1,Deletion,Pathogenic,Pathogenic
19951,BRCA1,Deletion,Pathogenic,Pathogenic
19952,BRCA1,Deletion,Pathogenic,Pathogenic
19953,BRCA1,Deletion,Pathogenic,Pathogenic
19954,BRCA1,Deletion,Pathogenic,Pathogenic
19955,BRCA1,Deletion,Pathogenic,Pathogenic
19956,BRCA1,Deletion,Pathogenic,Pathogenic
19957,BRCA1,Deletion,Pathogenic,Pathogenic
19958,BRCA1,Deletion,Pathogenic,Pathogenic
19959,BRCA1,Duplication,Uncertain significance,Uncertain significance
19960,BRCA1,Duplication,Uncertain significance,Uncertain significance
19961,BRCA1,Duplication,Likely pathogenic,Likely pathogenic
19962,BRCA1,Duplication,Likely pathogenic,Likely pathogenic
19963,BRCA1,Duplication,Uncertain significance,Uncertain significance
19964,BRCA1,Duplication,Uncertain significance,Uncertain significance
19965,BRCA1,Deletion,Pathogenic,Pathogenic
19966,BRCA1,Deletion,Pathogenic,Pathogenic
19967,BRCA1,Deletion,Pathogenic,Pathogenic
19968,BRCA1,Deletion,Pathogenic,Pathogenic
19969,BRCA1,Deletion,Pathogenic,Pathogenic
19970,BRCA1,Deletion,Pathogenic,Pathogenic
19971,BRCA1,single nucleotide variant,Likely pathogenic,Likely pathogenic
19972,BRCA1,single nucleotide variant,Likely pathogenic,Likely pathogenic
19973,BRCA1,single nucleotide variant,Likely benign,Likely benign
19974,BRCA1,single nucleotide variant,Likely benign,Likely benign
19975,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19976,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19977,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19978,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19979,BRCA1,Duplication,Pathogenic,Pathogenic
19980,BRCA1,Duplication,Pathogenic,Pathogenic
19981,BRCA1,single nucleotide variant,Likely benign,Likely benign
19982,BRCA1,single nucleotide variant,Likely benign,Likely benign
19983,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19984,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19985,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19986,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19987,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19988,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
19989,BRCA1,single nucleotide variant,Likely benign,Likely benign
19990,BRCA1,single nucleotide variant,Likely benign,Likely benign
19991,BRCA1,Duplication,Pathogenic,Pathogenic
19992,BRCA1,Duplication,Pathogenic,Pathogenic
19993,BRCA1,single nucleotide variant,Likely benign,Likely benign
19994,BRCA1,single nucleotide variant,Likely benign,Likely benign
19995,BRCA1,single nucleotide variant,Likely benign,Likely benign
19996,BRCA1,single nucleotide variant,Likely benign,Likely benign
19997,BRCA1,Deletion,Pathogenic,Pathogenic
19998,BRCA1,Deletion,Pathogenic,Pathogenic
19999,BRCA1,Deletion,Pathogenic,Pathogenic
20000,BRCA1,Deletion,Pathogenic,Pathogenic
20001,BRCA1,single nucleotide variant,Likely benign,Likely benign
20002,BRCA1,single nucleotide variant,Likely benign,Likely benign
20003,BRCA1,single nucleotide variant,Likely benign,Likely benign
20004,BRCA1,single nucleotide variant,Likely benign,Likely benign
20005,BRCA1,single nucleotide variant,Likely benign,Likely benign
20006,BRCA1,single nucleotide variant,Likely benign,Likely benign
20007,BRCA1,single nucleotide variant,Likely benign,Likely benign
20008,BRCA1,single nucleotide variant,Likely benign,Likely benign
20009,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20010,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20011,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20012,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20013,BRCA1,single nucleotide variant,Likely benign,Likely benign
20014,BRCA1,single nucleotide variant,Likely benign,Likely benign
20015,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
20016,BRCA1,single nucleotide variant,Pathogenic,Pathogenic
20017,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20018,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20019,BRCA1,single nucleotide variant,Likely benign,Likely benign
20020,BRCA1,single nucleotide variant,Likely benign,Likely benign
20021,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20022,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20023,BRCA1,single nucleotide variant,Likely benign,Likely benign
20024,BRCA1,single nucleotide variant,Likely benign,Likely benign
20025,BRCA1,single nucleotide variant,Likely benign,Likely benign
20026,BRCA1,single nucleotide variant,Likely benign,Likely benign
20027,BRCA1,single nucleotide variant,Likely benign,Likely benign
20028,BRCA1,single nucleotide variant,Likely benign,Likely benign
20029,BRCA1,single nucleotide variant,Likely benign,Likely benign
20030,BRCA1,single nucleotide variant,Likely benign,Likely benign
20031,BRCA1,single nucleotide variant,Likely benign,Likely benign
20032,BRCA1,single nucleotide variant,Likely benign,Likely benign
20033,BRCA1,single nucleotide variant,Likely benign,Likely benign
20034,BRCA1,single nucleotide variant,Likely benign,Likely benign
20035,BRCA1,Deletion,Pathogenic,Pathogenic
20036,BRCA1,Deletion,Pathogenic,Pathogenic
20037,BRCA1,single nucleotide variant,Likely benign,Likely benign
20038,BRCA1,single nucleotide variant,Likely benign,Likely benign
20039,BRCA1,single nucleotide variant,Likely benign,Likely benign
20040,BRCA1,single nucleotide variant,Likely benign,Likely benign
20041,BRCA1,single nucleotide variant,Likely benign,Likely benign
20042,BRCA1,single nucleotide variant,Likely benign,Likely benign
20043,BRCA1,single nucleotide variant,Likely benign,Likely benign
20044,BRCA1,single nucleotide variant,Likely benign,Likely benign
20045,BRCA1,single nucleotide variant,Likely benign,Likely benign
20046,BRCA1,single nucleotide variant,Likely benign,Likely benign
20047,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20048,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20049,BRCA1,single nucleotide variant,Likely benign,Likely benign
20050,BRCA1,single nucleotide variant,Likely benign,Likely benign
20051,BRCA1,single nucleotide variant,Likely benign,Likely benign
20052,BRCA1,single nucleotide variant,Likely benign,Likely benign
20053,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20054,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20055,BRCA1,single nucleotide variant,Likely benign,Likely benign
20056,BRCA1,single nucleotide variant,Likely benign,Likely benign
20057,BRCA1,Indel,Pathogenic,Pathogenic
20058,BRCA1,Indel,Pathogenic,Pathogenic
20059,BRCA1,Deletion,Likely benign,Likely benign
20060,BRCA1,Deletion,Likely benign,Likely benign
20061,BRCA1,Indel,Likely pathogenic,Likely pathogenic
20062,BRCA1,Indel,Likely pathogenic,Likely pathogenic
20063,BRCA1,single nucleotide variant,Likely benign,Likely benign
20064,BRCA1,single nucleotide variant,Likely benign,Likely benign
20065,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20066,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20067,BRCA1,single nucleotide variant,Likely benign,Likely benign
20068,BRCA1,single nucleotide variant,Likely benign,Likely benign
20069,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20070,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20071,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20072,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20073,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20074,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20075,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20076,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20077,BRCA1,single nucleotide variant,Likely benign,Likely benign
20078,BRCA1,single nucleotide variant,Likely benign,Likely benign
20079,BRCA1,Deletion,Pathogenic,Pathogenic
20080,BRCA1,Deletion,Pathogenic,Pathogenic
20081,BRCA1,single nucleotide variant,Likely benign,Likely benign
20082,BRCA1,single nucleotide variant,Likely benign,Likely benign
20083,BRCA1,single nucleotide variant,Likely benign,Likely benign
20084,BRCA1,single nucleotide variant,Likely benign,Likely benign
20085,BRCA1,single nucleotide variant,Likely benign,Likely benign
20086,BRCA1,single nucleotide variant,Likely benign,Likely benign
20087,BRCA1,single nucleotide variant,Likely benign,Likely benign
20088,BRCA1,single nucleotide variant,Likely benign,Likely benign
20089,BRCA1,single nucleotide variant,Likely benign,Likely benign
20090,BRCA1,single nucleotide variant,Likely benign,Likely benign
20091,BRCA1,single nucleotide variant,Likely benign,Likely benign
20092,BRCA1,single nucleotide variant,Likely benign,Likely benign
20093,BRCA1,single nucleotide variant,Likely benign,Likely benign
20094,BRCA1,single nucleotide variant,Likely benign,Likely benign
20095,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20096,BRCA1,single nucleotide variant,Uncertain significance,Uncertain significance
20097,BRCA1,Deletion,Uncertain significance,Uncertain significance
20098,BRCA1,Deletion,Uncertain significance,Uncertain significance
20099,BRCA1,single nucleotide variant,Likely benign,Likely benign
20100,BRCA1,single nucleotide variant,Likely benign,Likely benign
20101,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20102,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20103,BRCA2,single nucleotide variant,Likely benign,Likely benign
20104,BRCA2,single nucleotide variant,Likely benign,Likely benign
20105,BRCA2,single nucleotide variant,Likely benign,Likely benign
20106,BRCA2,single nucleotide variant,Likely benign,Likely benign
20107,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20108,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20109,BRCA2,single nucleotide variant,Likely benign,Likely benign
20110,BRCA2,single nucleotide variant,Likely benign,Likely benign
20111,BRCA2,Deletion,Pathogenic,Pathogenic
20112,BRCA2,Deletion,Pathogenic,Pathogenic
20113,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20114,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20115,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20116,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20117,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20118,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20119,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20120,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20121,BRCA2,single nucleotide variant,Likely benign,Likely benign
20122,BRCA2,single nucleotide variant,Likely benign,Likely benign
20123,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20124,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20125,BRCA2,single nucleotide variant,Likely benign,Likely benign
20126,BRCA2,single nucleotide variant,Likely benign,Likely benign
20127,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20128,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20129,BRCA2,single nucleotide variant,Likely benign,Likely benign
20130,BRCA2,single nucleotide variant,Likely benign,Likely benign
20131,BRCA2,single nucleotide variant,Likely benign,Likely benign
20132,BRCA2,single nucleotide variant,Likely benign,Likely benign
20133,BRCA2,Deletion,Pathogenic,Pathogenic
20134,BRCA2,Deletion,Pathogenic,Pathogenic
20135,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20136,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20137,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20138,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20139,BRCA2,single nucleotide variant,Likely benign,Likely benign
20140,BRCA2,single nucleotide variant,Likely benign,Likely benign
20141,BRCA2,single nucleotide variant,Likely benign,Likely benign
20142,BRCA2,single nucleotide variant,Likely benign,Likely benign
20143,BRCA2,single nucleotide variant,Likely benign,Likely benign
20144,BRCA2,single nucleotide variant,Likely benign,Likely benign
20145,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20146,BRCA2,single nucleotide variant,Pathogenic,Pathogenic
20147,BRCA2,single nucleotide variant,Likely benign,Likely benign
20148,BRCA2,single nucleotide variant,Likely benign,Likely benign
20149,BRCA2,single nucleotide variant,Likely benign,Likely benign
20150,BRCA2,single nucleotide variant,Likely benign,Likely benign
20151,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20152,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20153,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20154,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20155,BRCA2,single nucleotide variant,Likely benign,Likely benign
20156,BRCA2,single nucleotide variant,Likely benign,Likely benign
20157,BRCA2,Deletion,Pathogenic,Pathogenic
20158,BRCA2,Deletion,Pathogenic,Pathogenic
20159,BRCA2,single nucleotide variant,Likely benign,Likely benign
20160,BRCA2,single nucleotide variant,Likely benign,Likely benign
20161,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20162,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20163,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20164,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20165,BRCA2,single nucleotide variant,Likely benign,Likely benign
20166,BRCA2,single nucleotide variant,Likely benign,Likely benign
20167,BRCA2,Deletion,Pathogenic,Pathogenic
20168,BRCA2,Deletion,Pathogenic,Pathogenic
20169,BRCA2,Duplication,Pathogenic,Pathogenic
20170,BRCA2,Duplication,Pathogenic,Pathogenic
20171,BRCA2,Deletion,Pathogenic,Pathogenic
20172,BRCA2,Deletion,Pathogenic,Pathogenic
20173,BRCA2,single nucleotide variant,Likely benign,Likely benign
20174,BRCA2,single nucleotide variant,Likely benign,Likely benign
20175,BRCA2,single nucleotide variant,Likely benign,Likely benign
20176,BRCA2,single nucleotide variant,Likely benign,Likely benign
20177,BRCA2,single nucleotide variant,Likely benign,Likely benign
20178,BRCA2,single nucleotide variant,Likely benign,Likely benign
20179,BRCA2,single nucleotide variant,Benign,Benign
20180,BRCA2,single nucleotide variant,Benign,Benign
20181,BRCA2,single nucleotide variant,Likely benign,Likely benign
20182,BRCA2,single nucleotide variant,Likely benign,Likely benign
20183,BRCA2,single nucleotide variant,Likely benign,Likely benign
20184,BRCA2,single nucleotide variant,Likely benign,Likely benign
20185,BRCA2,single nucleotide variant,Likely benign,Likely benign
20186,BRCA2,single nucleotide variant,Likely benign,Likely benign
20187,BRCA2,single nucleotide variant,Likely benign,Likely benign
20188,BRCA2,single nucleotide variant,Likely benign,Likely benign
20189,BRCA2,single nucleotide variant,Likely benign,Likely benign
20190,BRCA2,single nucleotide variant,Likely benign,Likely benign
20191,BRCA2,single nucleotide variant,Likely benign,Likely benign
20192,BRCA2,single nucleotide variant,Likely benign,Likely benign
20193,BRCA2,single nucleotide variant,Likely benign,Likely benign
20194,BRCA2,single nucleotide variant,Likely benign,Likely benign
20195,BRCA2,single nucleotide variant,Likely benign,Likely benign
20196,BRCA2,single nucleotide variant,Likely benign,Likely benign
20197,BRCA2,single nucleotide variant,Likely benign,Likely benign
20198,BRCA2,single nucleotide variant,Likely benign,Likely benign
20199,BRCA2,single nucleotide variant,Likely benign,Likely benign
20200,BRCA2,single nucleotide variant,Likely benign,Likely benign
20201,BRCA2,single nucleotide variant,Likely benign,Likely benign
20202,BRCA2,single nucleotide variant,Likely benign,Likely benign
20203,BRCA2,single nucleotide variant,Likely benign,Likely benign
20204,BRCA2,single nucleotide variant,Likely benign,Likely benign
20205,BRCA2,single nucleotide variant,Likely benign,Likely benign
20206,BRCA2,single nucleotide variant,Likely benign,Likely benign
20207,BRCA2,single nucleotide variant,Likely benign,Likely benign
20208,BRCA2,single nucleotide variant,Likely benign,Likely benign
20209,BRCA2,single nucleotide variant,Likely benign,Likely benign
20210,BRCA2,single nucleotide variant,Likely benign,Likely benign
20211,BRCA2,Duplication,Pathogenic,Pathogenic
20212,BRCA2,Duplication,Pathogenic,Pathogenic
20213,BRCA2,single nucleotide variant,Likely benign,Likely benign
20214,BRCA2,single nucleotide variant,Likely benign,Likely benign
20215,BRCA2,Indel,Uncertain significance,Uncertain significance
20216,BRCA2,Indel,Uncertain significance,Uncertain significance
20217,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20218,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20219,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20220,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20221,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20222,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20223,BRCA2,Deletion,Pathogenic,Pathogenic
20224,BRCA2,Deletion,Pathogenic,Pathogenic
20225,BRCA2,single nucleotide variant,Likely benign,Likely benign
20226,BRCA2,single nucleotide variant,Likely benign,Likely benign
20227,BRCA2,single nucleotide variant,Likely benign,Likely benign
20228,BRCA2,single nucleotide variant,Likely benign,Likely benign
20229,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20230,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20231,BRCA2,Duplication,Pathogenic,Pathogenic
20232,BRCA2,Duplication,Pathogenic,Pathogenic
20233,BRCA2,single nucleotide variant,Likely benign,Likely benign
20234,BRCA2,single nucleotide variant,Likely benign,Likely benign
20235,BRCA2,Indel,Pathogenic,Pathogenic
20236,BRCA2,Indel,Pathogenic,Pathogenic
20237,BRCA2,single nucleotide variant,Likely benign,Likely benign
20238,BRCA2,single nucleotide variant,Likely benign,Likely benign
20239,BRCA2,single nucleotide variant,Likely benign,Likely benign
20240,BRCA2,single nucleotide variant,Likely benign,Likely benign
20241,BRCA2,single nucleotide variant,Likely benign,Likely benign
20242,BRCA2,single nucleotide variant,Likely benign,Likely benign
20243,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20244,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20245,BRCA2,single nucleotide variant,Likely benign,Likely benign
20246,BRCA2,single nucleotide variant,Likely benign,Likely benign
20247,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20248,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20249,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20250,BRCA2,single nucleotide variant,Uncertain significance,Uncertain significance
20251,BRCA2,single nucleotide variant,Likely benign,Likely benign
20252,BRCA2,single nucleotide variant,Likely benign,Likely benign
20253,BRCA2,single nucleotide variant,Likely benign,Likely benign
20254,BRCA2,single nucleotide variant,Likely benign,Likely benign
20255,BRCA2,single nucleotide variant,Likely benign,Likely benign
20256,BRCA2,single nucleotide variant,Likely benign,Likely benign
20257,BRCA2,single nucleotide variant,Likely benign,Likely benign
20258,BRCA2,single nucleotide variant,Likely benign,Likely benign
20259,BRCA2,single nucleotide variant,Likely benign,Likely benign
20260,BRCA2,single nucleotide variant,Likely benign,Likely benign
20261,BRCA2,single nucleotide variant,Likely benign,Likely benign
20262,BRCA2,single nucleotide variant,Likely benign,Likely benign
20263,BRCA2,single nucleotide variant,Likely benign,Likely benign
